1	Hallo	hallo	ITJ	ITJ	_	0	root	_	_
21	,	,	$,	$,	_	0	root	_	_
22	großes	groß	ADJA	ADJA	Pos|Neut|_|Sg|St|	23	attr	_	_
23	Stadion	Stadion	N	NN	Neut|_|Sg	20	kon	_	_
24	,	,	$,	$,	_	0	root	_	_
25	Denkmalen	Denkmal	N	NN	Neut|_|Sg	23	kon	_	_
26	der	die	ART	ART	Def|_|_|_	28	det	_	_
27	Deutsche	deutsch	ADJA	ADJA	Pos|_|_|_|_|	28	attr	_	_
28	Geschichte	Geschichte	N	NN	_|Gen|_	25	gmod	_	_
29	,	,	$,	$,	_	0	root	_	_
30	viel	viel	ART	PIDAT	Masc|_|Sg	31	det	_	_
31	Bäümen	Bäümen	N	NN	Masc|_|Sg	20	app	_	_
32	in	in	PREP	APPR	_	31	pp	_	_
33	verschiedenen	verschieden	ADJA	ADJA	Pos|Masc|_|Sg|_|	34	attr	_	_
34	Garten	Garten	N	NN	Masc|_|Sg	32	pn	_	_
35	.	.	$.	$.	_	0	root	_	_

1	Du	du	PRO	PPER	2|Sg|_|Nom	2	subj	_	_
2	wirst	werden	V	VAFIN	2|Sg|Pres|Ind	0	root	_	_
3	viel	viel	ART	PIDAT	Masc|Acc|Sg	4	det	_	_
4	Spaß	Spaß	N	NN	Masc|Acc|Sg	5	obja	_	_
5	haben	haben	V	VAINF	_	2	aux	_	_
6	.	.	$.	$.	_	0	root	_	_

1	Wünsche	wünschen	V	VVFIN	1|Sg|Pres|_	0	root	_	_
2	ich	ich	PRO	PPER	1|Sg|_|Nom	1	subj	_	_
3	Sie	sie	PRO	PPER	3|_|_|Acc	1	obja	_	_
4	angenehme	angenehm	ADJA	ADJA	Pos|_|_|_|_|	7	attr	_	_
5	und	und	KON	KON	_	4	kon	_	_
6	glückliche	glücklich	ADJA	ADJA	Pos|_|_|_|_|	5	cj	_	_
7	Reise	Reis	N	NN	_|_|_	0	root	_	_
8	.	.	$.	$.	_	0	root	_	_

1	Dein	deine	ART	PPOSAT	_|_|Sg	2	det	_	_
2	freund	freund	N	NN	_|_|Sg	0	root	_	_
3	FRIEDRICH	FRIEDRICH	N	NE	_|_|Sg	2	app	_	_

