1	Hallo	hallo	ITJ	ITJ	_	0	root	_	_
13	im	in	PREP	APPRART	Dat	16	pp	_	_
14	Ausland	Ausland	N	NN	Neut|Dat|Sg	13	pn	_	_
15	weiter	weiter	ADV	ADV	_	16	adv	_	_
16	pflegen	pflegen	V	VVFIN	3|Pl|Pres|_	2	neb	_	_
17	.	.	$.	$.	_	0	root	_	_

1	Man	man	PRO	PIS	_|Nom|Sg	2	subj	_	_
2	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
3	immer	immer	ADV	ADV	_	8	adv	_	_
4	ein	eine	ART	ART	Indef|Neut|Acc|Sg	5	det	_	_
5	Mittel	Mittel	N	NN	Neut|Acc|Sg	8	obja	_	_
6	und	und	KON	KON	_	5	kon	_	_
7	Wege	Weg	N	NN	Masc|Acc|Pl	6	cj	_	_
8	funden	funden	V	VVINF	_	2	aux	_	_
9	,	,	$,	$,	_	0	root	_	_
10	um	um	KOUI	KOUI	_	15	konj	_	_
11	sich	sie	PRO	PRF	3|_|Acc	15	obja	_	_
12	nicht	nicht	PTKNEG	PTKNEG	_	15	adv	_	_
13	einsam	einsam	ADV	ADJD	Pos|	15	pred	_	_
14	zu	zu	PTKZU	PTKZU	_	15	part	_	_
15	fühlen	fühlen	V	VVINF	_	2	neb	_	_
16	.	.	$.	$.	_	0	root	_	_

1	Nachdem	nachdem	KOUS	KOUS	_	9	konj	_	_
2	man	man	PRO	PIS	_|Nom|Sg	9	subj	_	_
3	sich	sie	PRO	PRF	3|_|Acc	8	obja	_	_
4	schon	schon	ADV	ADV	_	8	adv	_	_
5	an	an	PREP	APPR	Acc	8	objp	_	_
6	neues	neu	ADJA	ADJA	Pos|Neut|Acc|Sg|St|	7	attr	_	_
7	Land	Land	N	NN	Neut|Acc|Sg	5	pn	_	_
8	angepasst	anpassen	V	VVPP	_	9	aux	_	_
9	hat	haben	V	VAFIN	3|Sg|Pres|Ind	11	neb	_	_
10	,	,	$,	$,	_	0	root	_	_
11	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
12	man	man	PRO	PIS	_|Nom|Sg	11	subj	_	_
13	beispielweise	beispielweise	ADV	ADV	_	11	adv	_	_
14	ein	eine	ART	ART	Indef|Masc|Nom|Sg	15	det	_	_
15	Verein	Verein	N	NN	Masc|Nom|Sg	0	root	_	_
16	gründen	gründen	V	VVINF	_	0	root	_	_
17	,	,	$,	$,	_	0	root	_	_
18	dessen	die	ART	PRELAT	Masc|Nom|Pl	19	det	_	_
19	Besucher	Besucher	N	NN	Masc|Nom|Pl	23	subj	_	_
20	aus	aus	PREP	APPR	Dat	19	pp	_	_
21	einem	eine	ART	ART	Indef|Neut|Dat|Sg	22	det	_	_
22	Land	Land	N	NN	Neut|Dat|Sg	20	pn	_	_
23	stammen	stammen	V	VVFIN	3|Pl|Pres|_	0	root	_	_
24	.	.	$.	$.	_	0	root	_	_

1	Ich	ich	PRO	PPER	1|Sg|_|Nom	0	root	_	_
2	persönlich	persönlich	ADV	ADJD	Pos|	3	adv	_	_
3	finde	finden	V	VVFIN	_|Sg|Pres|_	0	root	_	_
4	das	die	ART	ART	Def|Neut|_|Sg	0	root	_	_
5	für	für	PREP	APPR	Acc	0	root	_	_
6	richtig	richtig	ADV	ADJD	Pos|	5	pn	_	_
7	,	,	$,	$,	_	0	root	_	_
8	denn	denn	KON	KON	_	0	root	_	_
9	ich	ich	PRO	PPER	1|Sg|_|Nom	10	subj	_	_
10	habe	haben	V	VAFIN	1|Sg|Pres|_	8	cj	_	_
11	solche	solche	ART	PIDAT	Fem|Acc|Sg	12	det	_	_
12	Auslandserfahrung	Auslandserfahrung	N	NN	Fem|Acc|Sg	13	obja	_	_
13	gemacht	machen	V	VVPP	_	10	aux	_	_
14	.	.	$.	$.	_	0	root	_	_

1	Während	während	KOUS	KOUS	_	0	root	_	_
2	meines	meine	ART	PPOSAT	_|Gen|Sg	0	root	_	_
3	Aufenhalts	Aufenhalts	N	NN	_|Dat|_	6	objd	_	_
4	in	in	PREP	APPR	_	6	pp	_	_
5	Frankreich	Frankreich	N	NE	Neut|_|Sg	4	pn	_	_
6	habe	haben	V	VAFIN	1|Sg|Pres|_	0	root	_	_
7	ich	ich	PRO	PPER	1|Sg|_|Nom	6	subj	_	_
8	mich	ich	PRO	PRF	1|Sg|Acc	6	obja	_	_
9	ab	ab	PTKVZ	PTKVZ	_	6	avz	_	_
10	und	und	KON	KON	_	0	root	_	_
11	zu	zu	ADV	ADV	_	18	adv	_	_
12	mit	mit	PREP	APPR	Dat	18	pp	_	_
13	eine	eine	ART	ART	Indef|Fem|_|Sg	15	det	_	_
14	polnische	polnisch	ADJA	ADJA	Pos|Fem|_|Sg|_|	15	attr	_	_
15	Verein	Verein	N	NN	Fem|_|Sg	12	pn	_	_
16	in	in	PREP	APPR	_	18	pp	_	_
17	Paris	Paris	N	NE	_|_|Sg	16	pn	_	_
18	getroffen	treffen	V	VVPP	_	10	cj	_	_
19	.	.	$.	$.	_	0	root	_	_

1	Das	die	PRO	PDS	Neut|Nom|Sg	2	subj	_	_
2	gibt	geben	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	uns	wir	PRO	PPER	1|Pl|_|Dat	2	objd	_	_
4	Gelegenheit	Gelegenheit	N	NN	Fem|Acc|Sg	2	obja	_	_
5	sich	sie	PRO	PRF	3|_|Acc	8	obja	_	_
6	im	in	PREP	APPRART	Dat	8	pp	_	_
7	Muttersprache	Muttersprache	N	NN	Fem|_|Sg	6	pn	_	_
8	unterhalten	unterhalten	V	VVINF	_	0	root	_	_
9	,	,	$,	$,	_	0	root	_	_
10	Feste	Fest	N	NN	_|Acc|_	11	obja	_	_
11	feiern	feiern	V	VVINF	_	8	kon	_	_
12	oder	oder	KON	KON	_	0	root	_	_
13	sogar	sogar	ADV	ADV	_	14	adv	_	_
14	Weihnachten	Weihnachten	N	NN	_|_|_	12	cj	_	_
15	auf	auf	PREP	APPR	Acc	14	pp	_	_
16	polnische	polnisch	ADJA	ADJA	Pos|Fem|Acc|Sg|_|	17	attr	_	_
17	Art	Art	N	NN	Fem|Acc|Sg	15	pn	_	_
18	und	und	KON	KON	_	17	kon	_	_
19	Weise	Weise	N	NN	_|Acc|_	18	cj	_	_
20	.	.	$.	$.	_	0	root	_	_

1	Mit	mit	PREP	APPR	Dat	4	pp	_	_
2	anderen	anderen	ADJA	ADJA	_|Masc|Dat|_|_	3	attr	_	_
3	Menschen	Mensch	N	NN	Masc|Dat|_	1	pn	_	_
4	fühlt	fühlen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
5	man	man	PRO	PIS	_|Nom|Sg	4	subj	_	_
6	sich	sie	PRO	PRF	3|_|Acc	4	obja	_	_
7	„	„	N	NN	_|Nom|_	4	pred	_	_
8	wie	wie	KOKOM	KOKOM	_	4	kom	_	_
9	zu	zu	PREP	APPR	Dat	8	cj	_	_
10	Hause	Haus	N	NN	Neut|Dat|Sg	9	pn	_	_
11	"	"	$(	$(	_	0	root	_	_
12	obgleich	obgleich	KOUS	KOUS	_	16	konj	_	_
13	wir	wir	PRO	PPER	1|Pl|_|Nom	16	subj	_	_
14	im	in	PREP	APPRART	Dat	16	pp	_	_
15	Ausland	Ausland	N	NN	Neut|Dat|Sg	14	pn	_	_
16	sind	sein	V	VAFIN	1|Pl|Pres|Ind	4	neb	_	_
17	.	.	$.	$.	_	0	root	_	_

1	Zusammenfassend	zusammenfassen	ADV	ADJD	_|<PPRES	2	adv	_	_
2	kann	können	V	VMFIN	1|Sg|Pres|Ind	0	root	_	_
3	ich	ich	PRO	PPER	1|Sg|_|Nom	2	subj	_	_
4	sagen	sagen	V	VVINF	_	2	aux	_	_
5	,	,	$,	$,	_	0	root	_	_
6	dass	dass	KOUS	KOUS	_	0	root	_	_
7	nach	nach	PREP	APPR	Dat	0	root	_	_
8	meiner	meine	ART	PPOSAT	Fem|Dat|Sg	9	det	_	_
9	Sicht	Sicht	N	NN	Fem|Dat|Sg	7	pn	_	_
10	,	,	$,	$,	_	0	root	_	_
11	man	man	PRO	PIS	_|Nom|Sg	19	subj	_	_
12	sich	sie	PRO	PRF	3|_|Acc	18	obja	_	_
13	mit	mit	PREP	APPR	Dat	18	pp	_	_
14	der	die	ART	ART	Def|Fem|Dat|Sg	15	det	_	_
15	Kultur	Kultur	N	NN	Fem|Dat|Sg	13	pn	_	_
16	des	die	ART	ART	Def|Neut|Gen|Sg	17	det	_	_
17	Gastlandes	Gastland	N	NN	Neut|Gen|Sg	15	gmod	_	_
18	integrieren	integrieren	V	VVINF	_	19	aux	_	_
19	soll	sollen	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
20	,	,	$,	$,	_	0	root	_	_
21	aber	aber	KON	KON	_	0	root	_	_
22	dabei	dabei	PROAV	PROAV	_	26	pp	_	_
23	Tradition	Tradition	N	NN	Fem|Acc|Sg	26	obja	_	_
24	seines	seine	ART	PPOSAT	Neut|Gen|Sg	25	det	_	_
25	Heimatlandes	Heimatland	N	NN	Neut|Gen|Sg	23	gmod	_	_
26	fortsetzen	fortsetzen	V	VVINF	_	21	cj	_	_
27	.	.	$.	$.	_	0	root	_	_

