1_1,Seit einige Jahren,Seit PREP Dat,einige ART _|_|_,Jahren N Neut|Dat|Pl,"Seit einige Jahren ist Stadt X eine paradiesische Stadt für Studenten vor allem , speziell wegen ihre Wohnungsmarkt ."
6_20,in Stadtteil A,in PREP _,Stadtteil N _|_|_,A N _|_|_,"Als Einselheit schien es wahrscheinlich einfacher etwas zu finden , speziell in Stadtteil A oder Stadtteil B."
6_21,Stadtteil A,Stadtteil N _|_|_,A N _|_|_,"Als Einselheit schien es wahrscheinlich einfacher etwas zu finden , speziell in Stadtteil A oder Stadtteil B."
6_22,Stadtteil B.,Stadtteil N _|_|Sg,B. N _|_|Sg,"Als Einselheit schien es wahrscheinlich einfacher etwas zu finden , speziell in Stadtteil A oder Stadtteil B."
6_23,Stadtteil B.,Stadtteil N _|_|Sg,B. N _|_|Sg,"Als Einselheit schien es wahrscheinlich einfacher etwas zu finden , speziell in Stadtteil A oder Stadtteil B."
7_24,viele Studenten,viele ART Masc|Acc|Pl,Studenten N Masc|Acc|Pl,Dort gibt es viele Studenten als die Miete nicht sehr hoch ist und viel los ist .
7_25,die Miete,die ART Def|Fem|_|Sg,Miete N Fem|_|Sg,Dort gibt es viele Studenten als die Miete nicht sehr hoch ist und viel los ist .
8_26,mit Familien,mit PREP Dat,Familien N Fem|Dat|Pl,"Für was mit Familien angeht , ist Stadt X auch eine passende Stadt ."
8_27,Stadt X,Stadt N Fem|Nom|Sg,X N Fem|Nom|Sg,"Für was mit Familien angeht , ist Stadt X auch eine passende Stadt ."
8_28,Stadt X,Stadt N Fem|Nom|Sg,X N Fem|Nom|Sg,"Für was mit Familien angeht , ist Stadt X auch eine passende Stadt ."
8_29,eine passende Stadt,eine ART Indef|Fem|Nom|Sg,passende ADJA Pos|Fem|Nom|Sg|_|_,Stadt N Fem|Nom|Sg,"Für was mit Familien angeht , ist Stadt X auch eine passende Stadt ."
9_30,Bezirke,Bezirke N Masc|Nom|Pl,"Bezirke wie Stadtteil C sind sehr beliebt , weil es ruhig sind und sicher für die Kindern sind ."
9_31,Stadtteil C,Stadtteil N Neut|_|_,C N Neut|Nom|_,"Bezirke wie Stadtteil C sind sehr beliebt , weil es ruhig sind und sicher für die Kindern sind ."
9_32,Stadtteil C,Stadtteil N Neut|_|_,C N Neut|Nom|_,"Bezirke wie Stadtteil C sind sehr beliebt , weil es ruhig sind und sicher für die Kindern sind ."
9_33,für die Kindern,für PREP Acc,die ART Def|Masc|Acc|Pl,Kindern N Masc|Acc|Pl,"Bezirke wie Stadtteil C sind sehr beliebt , weil es ruhig sind und sicher für die Kindern sind ."
10_34,ohne große Problem,ohne PREP Acc,große ADJA Pos|Neut|Acc|Sg|Wk|,Problem N Neut|Acc|Sg,"Außerdem kann man ohne große Problem ein Kita in der Nähe finden , und zahlreiche Spielparken überall , damit die Kindern und die Eltern schöne Zeit zusammen bringen können ."
10_35,ein Kita,ein ART Indef|_|_|Sg,Kita N Neut|Acc|Sg,"Außerdem kann man ohne große Problem ein Kita in der Nähe finden , und zahlreiche Spielparken überall , damit die Kindern und die Eltern schöne Zeit zusammen bringen können ."
10_37,zahlreiche Spielparken,zahlreiche ADJA Pos|Neut|_|_|_|,Spielparken N Neut|_|_,"Außerdem kann man ohne große Problem ein Kita in der Nähe finden , und zahlreiche Spielparken überall , damit die Kindern und die Eltern schöne Zeit zusammen bringen können ."
10_38,die Kindern,die ART Def|Masc|Nom|Pl,Kindern N Masc|Nom|Pl,"Außerdem kann man ohne große Problem ein Kita in der Nähe finden , und zahlreiche Spielparken überall , damit die Kindern und die Eltern schöne Zeit zusammen bringen können ."
10_39,die Eltern,die ART Def|_|Nom|Pl,Eltern N _|Nom|Pl,"Außerdem kann man ohne große Problem ein Kita in der Nähe finden , und zahlreiche Spielparken überall , damit die Kindern und die Eltern schöne Zeit zusammen bringen können ."
10_40,schöne Zeit,schöne ADJA Pos|Fem|Acc|Sg|_|,Zeit N Fem|Acc|Sg,"Außerdem kann man ohne große Problem ein Kita in der Nähe finden , und zahlreiche Spielparken überall , damit die Kindern und die Eltern schöne Zeit zusammen bringen können ."
11_41,um die gleichen Kriterien,um PREP Acc,die ART Def|Neut|Acc|Pl,gleichen ADJA Pos|Neut|Acc|Pl|Wk|,Kriterien N Neut|Acc|Pl,"Selbstverständlich achtet man nicht um die gleichen Kriterien , ob man entweder kauft oder , mietet ein Haus oder eine Wohnung ."
11_42,ein Haus,ein ART Indef|Neut|Nom|Sg,Haus N Neut|Nom|Sg,"Selbstverständlich achtet man nicht um die gleichen Kriterien , ob man entweder kauft oder , mietet ein Haus oder eine Wohnung ."
11_43,eine Wohnung,eine ART Indef|Fem|Nom|Sg,Wohnung N Fem|Nom|Sg,"Selbstverständlich achtet man nicht um die gleichen Kriterien , ob man entweder kauft oder , mietet ein Haus oder eine Wohnung ."
12_44,auf jeden Fall,auf PREP _,jeden ART Masc|_|Sg,Fall N Masc|_|Sg,"Man muss auf jeden Fall erst die Wohnung besichtigen , damit keine schlechte Überraschungen erschienen ."
12_45,die Wohnung,die ART Def|Fem|Acc|Sg,Wohnung N Fem|Acc|Sg,"Man muss auf jeden Fall erst die Wohnung besichtigen , damit keine schlechte Überraschungen erschienen ."
12_46,keine schlechte Überraschungen,keine ART Fem|Nom|Pl,schlechte ADJA Pos|Fem|Nom|Pl|St|,Überraschungen N Fem|Nom|Pl,"Man muss auf jeden Fall erst die Wohnung besichtigen , damit keine schlechte Überraschungen erschienen ."
13_47,Den Preis,Den ART Def|Masc|Acc|Sg,Preis N Masc|Acc|Sg,"Den Preis liegt für meisten auf allergrößten Wert , speziell für die Familien ."
13_48,auf allergrößten Wert,auf PREP _,allergrößten ADJA Sup|Masc|_|Sg|_|,Wert N Masc|_|Sg,"Den Preis liegt für meisten auf allergrößten Wert , speziell für die Familien ."
13_49,für die Familien,für PREP Acc,die ART Def|Fem|Acc|Pl,Familien N Fem|Acc|Pl,"Den Preis liegt für meisten auf allergrößten Wert , speziell für die Familien ."
15_51,in Umgebung,in PREP _,Umgebung N Fem|_|Sg,Deshalb würde ich Ihnen vorschlagen entweder in Umgebung ein Haus kaufen oder im Stadtzentrum ein Wohnung mieten .
15_52,Haus ein,Haus N Neut|Acc|Sg,ein ART Indef|Neut|Acc|Sg,Deshalb würde ich Ihnen vorschlagen entweder in Umgebung ein Haus kaufen oder im Stadtzentrum ein Wohnung mieten .
15_53,im Stadtzentrum,im PREP Dat,Stadtzentrum N _|Dat|Sg,Deshalb würde ich Ihnen vorschlagen entweder in Umgebung ein Haus kaufen oder im Stadtzentrum ein Wohnung mieten .
15_54,ein Wohnung,ein ART Indef|_|_|Sg,Wohnung N Neut|Acc|Sg,Deshalb würde ich Ihnen vorschlagen entweder in Umgebung ein Haus kaufen oder im Stadtzentrum ein Wohnung mieten .
