1	Hallo	hallo	ITJ	ITJ	_	0	root	_	_
14	Solidarität	Solidarität	N	NN	Fem|Dat|Sg	13	cj	_	_
15	für	für	PREP	APPR	Acc	14	pp	_	_
16	anderen	anderen	ADJA	ADJA	_	17	attr	_	_
17	Traditiönen	Traditiönen	N	NN	_|Acc|_	15	pn	_	_
18	.	.	$.	$.	_	0	root	_	_

1	Es	es	PRO	PPER	3|Sg|Neut|Nom	2	subj	_	_
2	wirkt	wirken	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	in	in	PREP	APPR	Dat	2	pp	_	_
4	der	die	ART	ART	Def|Fem|Dat|Sg	5	det	_	_
5	USA	USA	N	NE	Fem|Dat|Sg	3	pn	_	_
6	,	,	$,	$,	_	0	root	_	_
7	die	die	PRO	PRELS	Fem|Nom|Sg	12	subj	_	_
8	ein	eine	ART	ART	Indef|_|_|Sg	11	det	_	_
9	sehr	sehr	ADV	ADV	_	10	adv	_	_
10	bunte	bunt	ADJA	ADJA	Pos|Neut|Acc|Sg|Wk|	11	attr	_	_
11	Bevölkerung	Bevölkerung	N	NN	Neut|Acc|Sg	12	obja	_	_
12	hat	haben	V	VAFIN	3|Sg|Pres|Ind	5	rel	_	_
13	.	.	$.	$.	_	0	root	_	_

1	Man	man	PRO	PIS	_|Nom|Sg	2	subj	_	_
2	kann	können	V	VMFIN	3|Sg|Pres|Ind	0	root	_	_
3	für	für	PREP	APPR	Acc	8	pp	_	_
4	Jobs	Jobs	N	NE	_|Acc|_	3	pn	_	_
5	amnelden	amnelden	N	NE	_|Acc|_	4	app	_	_
6	ohne	ohne	PREP	APPR	Acc	8	pp	_	_
7	Problemen	Problem	N	NN	Neut|Dat|Pl	6	pn	_	_
8	Natürlich	natürlich	ADV	ADJD	Pos|	9	adv	_	_
9	ist	sein	V	VAFIN	3|Sg|Pres|Ind	0	root	_	_
10	es	es	PRO	PPER	3|Sg|Neut|_	17	expl	_	_
11	wichtig	wichtig	ADV	ADJD	Pos|	17	adv	_	_
12	die	die	ART	ART	Def|Fem|Nom|Sg	13	det	_	_
13	Sprache	Sprache	N	NN	Fem|Nom|Sg	9	subj	_	_
14	des	die	ART	ART	Def|_|Gen|Sg	15	det	_	_
15	Gastland	Gastland	N	NN	_|Gen|Sg	13	gmod	_	_
16	zu	zu	PTKZU	PTKZU	_	17	part	_	_
17	sprechen	sprechen	V	VVINF	_	9	aux	_	_
18	.	.	$.	$.	_	0	root	_	_

1	Kommunikation	Kommunikation	N	NN	_|Nom|Sg	2	subj	_	_
2	spielt	spielen	V	VVFIN	3|Sg|Pres|Ind	0	root	_	_
3	ein	eine	ART	ART	Indef|_|_|Sg	5	det	_	_
4	grossen	groß	ADJA	ADJA	Pos|_|_|_|_|	5	attr	_	_
5	Rolle	Rolle	N	NN	Neut|Acc|Sg	2	obja	_	_
6	im	in	PREP	APPRART	Dat	2	pp	_	_
7	Leben	Leben	N	NN	Neut|Dat|_	6	pn	_	_

